Stage,Sentence
AS,I feel like I am drowning in insecurity without the constant approval of others.
AS,I feel like I am invisible if I am not receiving attention from others.
AS,I feel like I am walking on eggshells to avoid being rejected by others.
AS,I am constantly seeking reassurance from others to feel okay about myself.
AS,I am afraid to speak up for myself because I fear being judged by others.
AS,I feel like I am not worthy of love unless others are constantly validating me.
AS,I fear being overlooked or forgotten by those I seek validation from.
AS,I go to great lengths to please others in order to feel valued.
AS,I feel empty and worthless when I am not being praised or noticed.
AS,I base my identity on the approval and recognition I receive from others.
AS,I find it hard to trust my own judgment without the validation of others.
AS,I feel a sense of panic when I am not being validated by those around me.
AS,I am willing to sacrifice my authenticity in order to gain approval.
AS,I struggle to feel confident in my own abilities without external validation.
AS,I feel a sense of emptiness when I am not being admired or recognized.
AS,I prioritize the opinions of others over my own needs and desires.
AS,"I constantly mold myself to fit the expectations of others, losing sight of who I truly am in the process."
AS,"My self-worth is dependent on the validation I receive from those around me, leaving me feeling empty and lost."
DI,I feel like I'm always falling short of what I need to do.
DI,I can't seem to get a handle on things no matter how hard I try.
DI,I feel overwhelmed by even the simplest tasks.
DI,I'm constantly doubting my ability to handle things on my own.
DI,I feel like I'm drowning in responsibilities that I can't manage.
DI,I always need someone else to bail me out when things get tough.
DI,I'm always afraid of making mistakes because I don't trust my own judgement.
DI,I feel like I'm always holding others back because I can't keep up.
DI,I feel like I'm constantly failing at everything I try to do.
DI,I feel like I'm always letting people down because I can't do things on my own.
DI,I'm always second-guessing myself because I don't believe in my own abilities.
DI,I feel like I'm always on the verge of a breakdown because I can't handle things on my own.
DI,I'm always relying on others to get me through the day because I can't do it alone.
DI,I feel like I'm always in over my head because I can't handle things by myself.
DI,I'm always afraid of taking on new challenges because I don't think I can handle them.
DI,I feel like I'm always a burden on others because I can't do things independently.
DI,I'm always struggling to keep up with everyone else because I feel so inadequate.
DI,I feel like I'm always playing catch-up because I can't keep pace with others.
DI,I'm always afraid of being left behind because I can't keep up with the rest.
DI,I feel like I'm always on the brink of failure because I don't trust myself.
DI,I'm always relying on others to guide me because I can't navigate things on my own.
DI,I feel like I'm always one step behind because I can't seem to keep up.
DI,I'm always doubting my own capabilities because I don't feel competent.
DI,I feel like I'm always at a disadvantage because I can't handle things independently.
DI,I'm always feeling overwhelmed by even the smallest tasks because I don't believe in myself.
DI,I feel like I'm always stuck in a cycle of needing help because I can't do things alone.
DI,I'm always feeling like I'm in over my head because I don't trust my own abilities.
DI,I feel like I'm always depending on others because I can't handle things on my own.
